scenario,policy,window,seed_count,seeds,mean_U_percent,min_U_percent,max_U_percent,mean_slo_percent,min_slo_percent,max_slo_percent,mean_arrival_slo_percent,min_arrival_slo_percent,max_arrival_slo_percent,mean_timely_completions_per_second,min_timely_completions_per_second,max_timely_completions_per_second,mean_total_completions_per_second,min_total_completions_per_second,max_total_completions_per_second,mean_all_disks_overload_percent,min_all_disks_overload_percent,max_all_disks_overload_percent,mean_SSU0_mean_demand_GiB_s,min_SSU0_mean_demand_GiB_s,max_SSU0_mean_demand_GiB_s,mean_SSU0_overload_percent,min_SSU0_overload_percent,max_SSU0_overload_percent,mean_SSU0_actual_GiB_s,min_SSU0_actual_GiB_s,max_SSU0_actual_GiB_s,mean_SSU1_mean_demand_GiB_s,min_SSU1_mean_demand_GiB_s,max_SSU1_mean_demand_GiB_s,mean_SSU1_overload_percent,min_SSU1_overload_percent,max_SSU1_overload_percent,mean_SSU1_actual_GiB_s,min_SSU1_actual_GiB_s,max_SSU1_actual_GiB_s,mean_SSU2_mean_demand_GiB_s,min_SSU2_mean_demand_GiB_s,max_SSU2_mean_demand_GiB_s,mean_SSU2_overload_percent,min_SSU2_overload_percent,max_SSU2_overload_percent,mean_SSU2_actual_GiB_s,min_SSU2_actual_GiB_s,max_SSU2_actual_GiB_s,mean_LL_slo_percent,min_LL_slo_percent,max_LL_slo_percent,mean_LL_active_U_percent,min_LL_active_U_percent,max_LL_active_U_percent,mean_LS_slo_percent,min_LS_slo_percent,max_LS_slo_percent,mean_LS_active_U_percent,min_LS_active_U_percent,max_LS_active_U_percent,mean_SL_slo_percent,min_SL_slo_percent,max_SL_slo_percent,mean_SL_active_U_percent,min_SL_active_U_percent,max_SL_active_U_percent,mean_SS_slo_percent,min_SS_slo_percent,max_SS_slo_percent,mean_SS_active_U_percent,min_SS_active_U_percent,max_SS_active_U_percent,mean_makespan_ms,min_makespan_ms,max_makespan_ms,pooled_slo_count,pooled_slo_passed
full,static,long_2_6s,3,"[43, 7, 19]",66.84529783455619,65.17091605342158,67.82915200751218,78.15281843764642,75.47619047619048,80.71065989847716,0.0,0.0,0.0,78.33333333333333,76.0,80.75,101.58333333333333,98.5,105.0,98.39586349761021,97.58499181136689,99.25499052373449,62.18084617502583,61.34906621269155,63.67535038843441,98.39586349761021,97.58499181136689,99.25499052373449,40.0,40.0,40.0,62.18399636283316,61.34545135695121,63.67873506957097,98.39586349761021,97.58499181136689,99.25499052373449,40.0,40.0,40.0,62.1789254701635,61.340619978911555,63.67804981520968,98.39586349761021,97.58499181136689,99.25499052373449,40.0,40.0,40.0,33.593546708300806,26.19047619047619,40.16393442622951,57.99348292622938,55.969108083948385,59.20664135771217,100.0,100.0,100.0,95.22947278398459,93.93978744545412,96.1278351395233,95.21222038052333,93.54838709677419,97.3913043478261,94.10655946831226,92.59519128294144,96.55049488195219,98.76543209876543,96.29629629629629,100.0,97.7417664812245,96.20503856087514,99.49880815509228,13590.257099327702,13552.281488412187,13650.385229576626,1219,952
full,static,warm_2_4s,3,"[43, 7, 19]",64.37497609874124,61.86770424506675,65.79614464712682,76.96425995927727,73.7864077669903,79.05759162303664,0.0,0.0,0.0,77.16666666666667,71.5,82.5,100.33333333333333,95.5,103.0,99.28872012899605,98.50998104746897,100.0,64.02993519075636,62.19116173234241,66.65802905495354,99.28872012899605,98.50998104746897,100.0,40.0,40.0,40.0,64.03527362443323,62.197587878162345,66.66280187823888,99.28872012899605,98.50998104746897,100.0,40.0,40.0,40.0,64.02838562812197,62.18961501673134,66.65524578850201,99.28872012899605,98.50998104746897,100.0,40.0,40.0,40.0,27.16973886328725,22.580645161290324,30.357142857142858,54.350662911190476,50.58432054583278,56.68520923055833,100.0,100.0,100.0,94.76233030099407,94.23350415929924,95.31442337663746,95.07492746202423,92.06349206349206,98.0,94.15992605565201,92.72811961554002,96.73655044293767,97.43589743589745,92.3076923076923,100.0,96.20374143771926,92.79858261457981,99.7417592007501,13590.257099327702,13552.281488412187,13650.385229576626,602,463
semi,aggressive,full_population,3,"[19, 43, 7]",96.85026438031453,96.76023449718498,97.02837843689713,97.60416666666667,96.5625,98.75,2.638888888888889,2.1875,3.2291666666666665,82.45513526891399,81.49938789540944,83.34732830776453,84.47919060774397,84.40066060366026,84.63455343955695,22.44775338534562,22.031190883769728,22.84424203663998,34.580178627640855,34.25569549754463,34.80040809429117,22.495094544932105,22.031190883769728,22.986265515399435,,,,34.581853905755715,34.25743516176757,34.80211896678582,22.450028412489342,22.03801596520089,22.84424203663998,,,,34.57967012231135,34.25546567921931,34.79982215735184,22.497369572075826,22.03801596520089,22.986265515399435,,,,98.4375,97.91666666666667,98.95833333333333,98.35848430567681,98.0922324682811,98.57099975172778,90.27777777777777,86.45833333333333,92.70833333333333,83.6445594301281,82.27892698944653,86.0472190266185,98.95833333333333,98.17708333333333,99.73958333333333,98.86634846223639,98.48542916638851,99.39580892086033,96.18055555555556,93.75,100.0,91.5079334354956,87.77059213831004,95.54608316604336,11363.76443842463,11342.884920939512,11374.318555492053,2880,2811
semi,aggressive,long_2_6s,3,"[19, 43, 7]",99.54838954892692,99.52180199342328,99.56809327922585,99.39873943972084,98.79154078549848,99.70588235294117,0.0,0.0,0.0,83.08333333333333,81.75,84.75,83.58333333333333,82.75,85.0,20.449044953818703,18.43738898318469,23.04658809156793,33.92776438729347,33.52765259281429,34.19540614595601,20.449044953818703,18.43738898318469,23.04658809156793,33.06566872642031,32.46617661594933,33.42601649291305,33.93467104448882,33.53503283022129,34.20293588859325,20.449044953818703,18.43738898318469,23.04658809156793,33.072214746928125,32.473016368146595,33.43335978514938,33.93260655720212,33.5312457141113,34.20262512833616,20.449044953818703,18.43738898318469,23.04658809156793,33.07028451011172,32.469575511212994,33.43319193846969,100.0,100.0,100.0,99.71904584924363,99.64315388221097,99.78887535821553,93.6135549038775,87.09677419354838,96.96969696969697,87.57101561777178,84.1690885061584,90.42337620358859,100.0,100.0,100.0,99.94345196984847,99.90635625624006,99.99549813853649,100.0,100.0,100.0,96.4539306333142,95.65997581759264,97.30819349736234,11363.76443842463,11342.884920939512,11374.318555492053,1003,997
semi,aggressive,warm_2_4s,3,"[19, 43, 7]",99.51413443830204,99.30188934852154,99.64204504141209,98.77043952744422,97.46835443037975,99.43820224719101,0.0,0.0,0.0,83.0,77.0,88.5,84.0,79.0,89.0,19.402182551463834,12.178369733703471,25.752205426302385,33.99013095926919,32.23495254923177,35.58840914907046,19.402182551463834,12.178369733703471,25.752205426302385,33.135853483104455,31.254356028267722,34.46023260593266,33.99349149833193,32.23106564024199,35.59616225480113,19.402182551463834,12.178369733703471,25.752205426302385,33.13845510663961,31.250243784615378,34.46652685642094,33.9909700391586,32.22845116181671,35.58940055801546,19.402182551463834,12.178369733703471,25.752205426302385,33.13621715091043,31.247642161080215,34.46014868259281,100.0,100.0,100.0,99.70453501566759,99.36316517362032,99.95971805519386,86.4021164021164,71.42857142857143,94.44444444444444,85.70171453624546,80.07005384242767,89.39332269867037,100.0,100.0,100.0,99.92563107488995,99.87503320721345,99.99642964836245,100.0,100.0,100.0,97.75011917353707,97.17655282142391,98.15996435522615,11363.76443842463,11342.884920939512,11374.318555492053,504,498
semi,baseline,full_population,3,"[19, 43, 7]",96.41614848807126,96.19610735353582,96.64684109876508,93.50694444444446,91.97916666666667,95.0,2.673611111111111,2.1875,3.0208333333333335,78.64078669724908,77.17842339711517,79.8866734058302,84.10052608430335,83.90859168882284,84.30175140005544,27.1936883067616,25.5897580285959,30.00150729970328,36.35542458481333,36.04518092632707,36.88709254406836,27.318239957501543,25.70446800118036,30.099625572370478,,,,36.35597778194218,36.04457624119519,36.8873095533316,27.292171272813633,25.88520692675199,30.00150729970328,,,,36.35377616704151,36.04389602220185,36.88427715424489,27.340249608497263,25.770496954167537,30.099625572370478,,,,100.0,100.0,100.0,99.63056596749375,99.52992879660282,99.71647640192606,79.16666666666667,71.875,88.54166666666667,71.70276418266646,70.3835676527573,74.19958121685661,98.61111111111113,97.91666666666667,99.47916666666667,98.94744369922209,98.51949767443841,99.33035979474701,61.458333333333336,51.041666666666664,67.70833333333333,53.146440027390554,46.622168531620574,61.0033657407741,11414.952399389147,11387.66376803138,11441.021481568712,2880,2693
semi,baseline,long_2_6s,3,"[19, 43, 7]",99.2276887555301,99.02254499171059,99.49672493958292,95.67687946355558,94.46153846153847,96.6867469879518,0.0,0.0,0.0,79.58333333333333,77.25,81.25,83.08333333333333,81.25,85.0,22.63719178104914,19.094378194380443,26.50999442807114,34.64342270515883,33.98492606426416,35.21591182364619,22.88335959181521,19.094378194380443,26.790637744401092,32.76009217974161,32.25516341051409,33.191071352363956,34.649639794942736,33.992784268684105,35.219404048655235,22.706810426741587,19.303234131457792,26.50999442807114,32.76663786691609,32.26120489098283,33.19635852277411,34.648306814041085,33.99259037567862,35.218771089089785,22.95297823750766,19.303234131457792,26.790637744401092,32.765056977349026,32.2586442291176,33.195015749336605,100.0,100.0,100.0,99.91357296876345,99.89951948859948,99.9380858696473,89.47557471264368,84.375,96.55172413793103,82.92668392441755,79.9690938362403,87.45882145865458,100.0,100.0,100.0,99.74418645798222,99.65880301363656,99.81396243142595,64.40879382055853,50.0,73.52941176470588,65.22042982099329,54.76468762762077,75.13787718887436,11414.952399389147,11387.66376803138,11441.021481568712,997,954
semi,baseline,warm_2_4s,3,"[19, 43, 7]",99.24275567281494,99.12358230165013,99.39328877990621,96.27054975026563,95.50561797752809,96.83544303797468,0.0,0.0,0.0,81.0,76.5,84.5,84.33333333333333,79.0,89.0,22.916679643482837,21.527992862349766,24.380641380180432,34.656198141195766,33.20850175064889,36.175799272485435,22.916679643482837,21.527992862349766,24.380641380180432,32.90526767511094,31.388709565426872,34.13124050947226,34.658512679433365,33.20274367553454,36.18190584449681,23.05591693486774,21.945704736504467,24.380641380180432,32.90834419757187,31.38451139843468,34.13719906660116,34.657214033198,33.20259371536746,36.17559869215399,23.05591693486774,21.945704736504467,24.380641380180432,32.90736442527369,31.383250548337017,34.13333859296834,100.0,100.0,100.0,99.91572694150453,99.9101383857548,99.92481421184894,91.53439153439153,85.71428571428571,100.0,81.90393796248036,76.8309058543374,85.66307566054127,100.0,100.0,100.0,99.72297291551284,99.68644345920501,99.7629267882167,65.55555555555556,60.0,70.0,65.3058367062113,61.402591069007684,72.22201379620121,11414.952399389147,11387.66376803138,11441.021481568712,506,487
semi,mild,full_population,3,"[19, 43, 7]",97.08899942415796,96.97895610989366,97.18675855162056,97.77777777777777,97.08333333333333,98.85416666666667,2.8125,2.5,3.4375,82.80589150671187,82.2277835467094,83.80134913643732,84.68743106431516,84.59144402514369,84.77270302526853,23.147401507704654,22.548890511767404,23.620966263915104,34.82830031248116,34.54898417163413,35.06711061031064,23.168094034654484,22.548890511767404,23.683043844764608,,,,34.83007261542104,34.55106258115955,35.06886165579361,23.148856562378683,22.553255675789497,23.620966263915104,,,,34.82787500133876,34.54876337313358,35.06658423965978,23.169549089328516,22.553255675789497,23.683043844764608,,,,98.69791666666667,98.17708333333333,99.47916666666667,98.39088000236093,98.06795100350985,98.69174695731606,88.54166666666667,87.5,90.625,80.40329929329586,77.50130954901003,83.37127661061355,99.21875,98.4375,100.0,99.12444176951816,98.85641068464652,99.53844050864981,97.56944444444444,93.75,100.0,94.53819796657535,90.35983954515588,97.1084888083521,11335.811332571122,11324.400021948682,11348.66547158898,2880,2816
semi,mild,long_2_6s,3,"[19, 43, 7]",99.47042456064457,99.43727716797065,99.50446227599737,99.09638554216868,98.49397590361446,100.0,0.0,0.0,0.0,83.0,81.75,85.25,83.75,83.0,85.25,20.43789593710723,17.05978285633779,22.22546336601233,34.061124580880374,33.745225860136756,34.284232415774824,20.496478550268453,17.05978285633779,22.22546336601233,33.07918144334963,32.62852763315024,33.34463214773811,34.06796993360934,33.75209722132879,34.292241088125024,20.43789593710723,17.05978285633779,22.22546336601233,33.08576975886069,32.63545130868735,33.349752471468584,34.065984703955685,33.748340635703045,34.29208997887387,20.496478550268453,17.05978285633779,22.22546336601233,33.08392377871746,32.63184260507406,33.34815892801155,100.0,100.0,100.0,99.6735624705944,99.56309491445273,99.77198756092103,90.45698924731182,83.87096774193549,100.0,84.89918436978814,82.4781646303001,88.37900717410596,100.0,100.0,100.0,99.94264335349953,99.90498845025121,99.97986353720697,100.0,100.0,100.0,97.62750982631093,96.97639380844683,98.87913299966591,11335.811332571122,11324.400021948682,11348.66547158898,1005,996
semi,mild,warm_2_4s,3,"[19, 43, 7]",99.42891949919056,99.35498558865005,99.56907826178814,98.56088004822182,97.46835443037975,100.0,0.0,0.0,0.0,82.83333333333333,77.0,89.0,84.0,79.0,89.0,19.584768923488003,10.733614678595153,24.4245235789017,34.05557383532207,32.38932566153021,35.25009359627126,19.70193414981045,10.733614678595153,24.4245235789017,33.07146058500705,31.607157345422184,34.38046310693494,34.058652980272065,32.384343510137334,35.25733676589362,19.584768923488003,10.733614678595153,24.4245235789017,33.07389436186251,31.602877255090142,34.386253817384144,34.05685620606066,32.38233861474587,35.25151510976146,19.70193414981045,10.733614678595153,24.4245235789017,33.0721599461724,31.600443478234666,34.38096664697399,100.0,100.0,100.0,99.67904107868655,99.44100373671242,99.89005590741506,84.44444444444444,73.33333333333333,100.0,82.49594547816764,77.23812568203937,87.35967067257879,100.0,100.0,100.0,99.89597958087818,99.82155078062324,99.96411617136465,100.0,100.0,100.0,98.02151205477207,97.50703327081618,98.68893465962167,11335.811332571122,11324.400021948682,11348.66547158898,504,497
semi,static,full_population,3,"[19, 43, 7]",96.68084078514606,96.30237741970456,97.05178054648063,98.02083333333333,96.97916666666667,99.375,2.7430555555555554,1.9791666666666667,3.4375,82.65972861972486,82.09768086314672,83.47627940547758,84.33140816975825,84.0012874520529,84.65496630356698,20.86046075094502,19.808556475814136,22.257343196623562,33.94646889321194,33.48126051191538,34.20611332702322,20.86046075094502,19.808556475814136,22.257343196623562,,,,33.9481543601646,33.48308541299708,34.20783419820939,20.876463283473928,19.808556475814136,22.29777005980611,,,,33.94603843904267,33.48084884570618,34.20557102463826,20.86298766241308,19.808556475814136,22.257343196623562,,,,98.4375,97.91666666666667,98.95833333333333,98.14783427521091,97.91135600403825,98.50420529107268,95.83333333333333,93.75,100.0,93.78923835318301,91.06805935832551,97.74455993318942,98.2638888888889,97.13541666666667,99.47916666666667,98.46789323013645,98.10819860866056,98.9707235668512,97.56944444444444,93.75,100.0,97.20127180951515,93.07986339862178,99.95292588467856,11383.773119130783,11340.14980949263,11428.396267711472,2880,2823
semi,static,long_2_6s,3,"[19, 43, 7]",99.40681634875925,99.3295349875024,99.45084682708176,100.0,100.0,100.0,0.0,0.0,0.0,84.08333333333333,83.25,85.25,84.08333333333333,83.25,85.25,19.236249014433877,18.994141252464114,19.358629534436226,33.5769207293518,33.10009912141642,33.91383458328116,19.236249014433877,18.994141252464114,19.358629534436226,33.15122072149896,32.67025242967613,33.41233025433119,33.58356549077574,33.10723497126602,33.92162744900029,19.236249014433877,18.994141252464114,19.358629534436226,33.15779471645339,32.67713414354332,33.420302971616344,33.58183300765845,33.103799405913726,33.921145796321206,19.236249014433877,18.994141252464114,19.358629534436226,33.155948402976826,32.67356740159995,33.41992531658705,100.0,100.0,100.0,99.3075976564431,99.18544902706735,99.36867776416227,100.0,100.0,100.0,99.01004587948482,98.24187995250607,99.53685524805341,100.0,100.0,100.0,99.69622120752824,99.61448569651935,99.75165589623275,100.0,100.0,100.0,99.97042905582492,99.9279639710564,99.99999999999999,11383.773119130783,11340.14980949263,11428.396267711472,1009,1009
