request_id,runtime_request_id,npu_id,sequence,original_sequence,total_tokens_k,total_tokens,nql,hit_tokens,arrival_ms,per_layer_compute_ms,per_layer_read_GiB,per_layer_SSU0_read_GiB,per_layer_SSU1_read_GiB,per_layer_SSU2_read_GiB
69,66,3,6,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.03155517578125,0.0391082763671875,0.0340728759765625
72,67,3,7,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.054046630859375,0.059417724609375,0.05572509765625
76,68,3,8,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0689849853515625,0.0730133056640625,0.070159912109375
62,69,3,9,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.011077880859375,0.013763427734375,0.01275634765625
70,70,3,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0335693359375,0.032562255859375,0.035919189453125
64,71,3,11,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.03021240234375,0.025177001953125,0.027862548828125
77,72,3,12,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0684814453125,0.0706634521484375,0.0730133056640625
67,73,3,13,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0260162353515625,0.0226593017578125,0.031890869140625
63,74,3,14,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0120849609375,0.014434814453125,0.011077880859375
60,75,3,15,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.01275634765625,0.0152740478515625,0.0122528076171875
75,76,3,16,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0498504638671875,0.0642852783203125,0.0523681640625
73,77,3,17,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.053375244140625,0.0599212646484375,0.0558929443359375
61,78,3,18,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.013763427734375,0.0142669677734375,0.0122528076171875
78,79,3,19,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0656280517578125,0.07318115234375,0.0706634521484375
84,80,4,0,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.02349853515625,0.0300445556640625,0.0297088623046875
95,81,4,1,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0496826171875,0.057403564453125,0.059417724609375
85,82,4,2,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.02484130859375,0.027191162109375,0.031219482421875
80,83,4,3,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0122528076171875,0.0135955810546875,0.014434814453125
91,84,4,4,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0327301025390625,0.0334014892578125,0.035919189453125
93,85,4,5,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0542144775390625,0.0558929443359375,0.05908203125
83,86,4,6,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0122528076171875,0.012420654296875,0.0129241943359375
81,87,4,7,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0119171142578125,0.0135955810546875,0.0147705078125
96,88,4,8,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0659637451171875,0.0730133056640625,0.07318115234375
89,89,4,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.03424072265625,0.03424072265625,0.0362548828125
90,90,4,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.032562255859375,0.037933349609375,0.03155517578125
87,91,4,11,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.02685546875,0.0273590087890625,0.0263519287109375
88,92,4,12,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.031890869140625,0.04095458984375,0.031890869140625
92,93,4,13,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0501861572265625,0.0602569580078125,0.058746337890625
82,94,4,14,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.01275634765625,0.0139312744140625,0.0109100341796875
86,95,4,15,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.025177001953125,0.027191162109375,0.0281982421875
98,96,4,16,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0609283447265625,0.072509765625,0.0760345458984375
99,97,4,17,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0646209716796875,0.0740203857421875,0.070831298828125
97,98,4,18,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0669708251953125,0.072845458984375,0.0723419189453125
94,99,4,19,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.056732177734375,0.0569000244140625,0.0528717041015625
102,100,5,0,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0142669677734375,0.0115814208984375,0.011749267578125
109,101,5,1,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0334014892578125,0.0350799560546875,0.0362548828125
114,102,5,2,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.05303955078125,0.05706787109375,0.056396484375
118,103,5,3,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0666351318359375,0.0683135986328125,0.07452392578125
101,104,5,4,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.01141357421875,0.015777587890625,0.013092041015625
110,105,5,5,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0310516357421875,0.0347442626953125,0.0362548828125
112,106,5,6,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05169677734375,0.0602569580078125,0.0572357177734375
113,107,5,7,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05169677734375,0.0575714111328125,0.0599212646484375
103,108,5,8,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0119171142578125,0.011077880859375,0.0146026611328125
117,109,5,9,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.064453125,0.0703277587890625,0.0773773193359375
119,110,5,10,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.06781005859375,0.0684814453125,0.07318115234375
107,111,5,11,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0229949951171875,0.0317230224609375,0.025848388671875
105,112,5,12,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.02685546875,0.02685546875,0.029541015625
100,113,5,13,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0119171142578125,0.014434814453125,0.0139312744140625
106,114,5,14,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0233306884765625,0.027862548828125,0.0293731689453125
104,115,5,15,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.02685546875,0.0266876220703125,0.0297088623046875
111,116,5,16,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.030548095703125,0.03826904296875,0.033233642578125
116,117,5,17,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0657958984375,0.06982421875,0.0765380859375
108,118,5,18,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.032562255859375,0.0357513427734375,0.0364227294921875
115,119,5,19,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0522003173828125,0.0595855712890625,0.054718017578125
139,120,6,0,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.072174072265625,0.0696563720703125,0.0676422119140625
126,121,6,1,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.02484130859375,0.027191162109375,0.028533935546875
135,122,6,2,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0496826171875,0.0595855712890625,0.0572357177734375
136,123,6,3,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.064788818359375,0.0760345458984375,0.0713348388671875
120,124,6,4,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0142669677734375,0.013763427734375,0.0122528076171875
138,125,6,5,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0609283447265625,0.07049560546875,0.0780487060546875
137,126,6,6,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0689849853515625,0.06781005859375,0.0753631591796875
134,127,6,7,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.054046630859375,0.05908203125,0.053375244140625
121,128,6,8,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.013427734375,0.013092041015625,0.013763427734375
132,129,6,9,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0542144775390625,0.059417724609375,0.0555572509765625
122,130,6,10,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0105743408203125,0.0129241943359375,0.01409912109375
131,131,6,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0308837890625,0.037933349609375,0.033233642578125
130,132,6,12,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0350799560546875,0.0337371826171875,0.033233642578125
123,133,6,13,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0122528076171875,0.0132598876953125,0.0120849609375
133,134,6,14,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05438232421875,0.0562286376953125,0.0585784912109375
124,135,6,15,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0240020751953125,0.0300445556640625,0.029205322265625
127,136,6,16,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0270233154296875,0.0283660888671875,0.025177001953125
125,137,6,17,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.025848388671875,0.02685546875,0.030548095703125
129,138,6,18,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0347442626953125,0.0330657958984375,0.03692626953125
128,139,6,19,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.03155517578125,0.0394439697265625,0.0337371826171875
145,140,7,0,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.024169921875,0.031890869140625,0.027191162109375
149,141,7,1,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.031890869140625,0.0370941162109375,0.0357513427734375
155,142,7,2,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0522003173828125,0.060089111328125,0.0542144775390625
152,143,7,3,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.054046630859375,0.058746337890625,0.056396484375
142,144,7,4,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.013092041015625,0.01409912109375,0.010406494140625
140,145,7,5,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0120849609375,0.014434814453125,0.013763427734375
159,146,7,6,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0666351318359375,0.07183837890625,0.0709991455078125
146,147,7,7,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0281982421875,0.0287017822265625,0.0236663818359375
153,148,7,8,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0522003173828125,0.0572357177734375,0.05975341796875
154,149,7,9,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0469970703125,0.05975341796875,0.05975341796875
157,150,7,10,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0686492919921875,0.069488525390625,0.0740203857421875
150,151,7,11,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0347442626953125,0.0322265625,0.0350799560546875
141,152,7,12,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.013092041015625,0.0142669677734375,0.0129241943359375
151,153,7,13,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0297088623046875,0.037261962890625,0.0350799560546875
144,154,7,14,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0255126953125,0.0293731689453125,0.0283660888671875
158,155,7,15,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.06512451171875,0.0693206787109375,0.0750274658203125
148,156,7,16,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.033905029296875,0.035247802734375,0.03558349609375
147,157,7,17,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0250091552734375,0.0276947021484375,0.027862548828125
156,158,7,18,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.066802978515625,0.074188232421875,0.0711669921875
143,159,7,19,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0115814208984375,0.0147705078125,0.0112457275390625
179,160,8,0,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0657958984375,0.0706634521484375,0.0730133056640625
164,161,8,1,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.026519775390625,0.02618408203125,0.030548095703125
177,162,8,2,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.06646728515625,0.0763702392578125,0.0693206787109375
168,163,8,3,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0323944091796875,0.0364227294921875,0.035919189453125
167,164,8,4,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.024169921875,0.0266876220703125,0.0297088623046875
169,165,8,5,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.033905029296875,0.0323944091796875,0.0384368896484375
171,166,8,6,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0303802490234375,0.0350799560546875,0.036590576171875
173,167,8,7,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0511932373046875,0.058746337890625,0.0592498779296875
175,168,8,8,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0522003173828125,0.060760498046875,0.0535430908203125
162,169,8,9,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0102386474609375,0.013763427734375,0.0135955810546875
170,170,8,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0357513427734375,0.0330657958984375,0.033233642578125
172,171,8,11,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05035400390625,0.06109619140625,0.0577392578125
178,172,8,12,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0652923583984375,0.072509765625,0.0716705322265625
163,173,8,13,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0122528076171875,0.01275634765625,0.0125885009765625
174,174,8,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0528717041015625,0.0569000244140625,0.056732177734375
165,175,8,15,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.024169921875,0.0330657958984375,0.0260162353515625
161,176,8,16,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.01141357421875,0.0139312744140625,0.0149383544921875
176,177,8,17,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0662994384765625,0.0767059326171875,0.06915283203125
160,178,8,18,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.01007080078125,0.014434814453125,0.015777587890625
166,179,8,19,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.025177001953125,0.0256805419921875,0.0297088623046875
181,180,9,0,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.01275634765625,0.0120849609375,0.01544189453125
199,181,9,1,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0656280517578125,0.0699920654296875,0.0738525390625
197,182,9,2,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0659637451171875,0.0773773193359375,0.068817138671875
196,183,9,3,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0689849853515625,0.0713348388671875,0.07183837890625
185,184,9,4,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0263519287109375,0.029541015625,0.0273590087890625
182,185,9,5,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0132598876953125,0.01275634765625,0.0115814208984375
192,186,9,6,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.054046630859375,0.0545501708984375,0.0605926513671875
188,187,9,7,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0281982421875,0.0389404296875,0.03759765625
194,188,9,8,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.052703857421875,0.0582427978515625,0.0555572509765625
184,189,9,9,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.024169921875,0.0300445556640625,0.0290374755859375
190,190,9,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0310516357421875,0.035919189453125,0.0350799560546875
186,191,9,11,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0266876220703125,0.028533935546875,0.0253448486328125
180,192,9,12,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0122528076171875,0.0135955810546875,0.014434814453125
187,193,9,13,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.02484130859375,0.0253448486328125,0.0303802490234375
183,194,9,14,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0125885009765625,0.01275634765625,0.0122528076171875
193,195,9,15,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0552215576171875,0.0585784912109375,0.055389404296875
189,196,9,16,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.031219482421875,0.0337371826171875,0.0397796630859375
198,197,9,17,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0683135986328125,0.072174072265625,0.0689849853515625
195,198,9,18,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0508575439453125,0.0552215576171875,0.0604248046875
191,199,9,19,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0317230224609375,0.0360870361328125,0.03424072265625
207,200,10,0,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0226593017578125,0.02886962890625,0.0290374755859375
206,201,10,1,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0263519287109375,0.0256805419921875,0.028533935546875
215,202,10,2,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0468292236328125,0.061767578125,0.0579071044921875
214,203,10,3,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0501861572265625,0.058074951171875,0.0582427978515625
205,204,10,4,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.02886962890625,0.026519775390625,0.027862548828125
203,205,10,5,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.011749267578125,0.01409912109375,0.011749267578125
210,206,10,6,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0281982421875,0.0362548828125,0.03759765625
200,207,10,7,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.014434814453125,0.013763427734375,0.0120849609375
201,208,10,8,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0129241943359375,0.0135955810546875,0.013763427734375
204,209,10,9,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0280303955078125,0.0270233154296875,0.0281982421875
