order,policy,window,dimension,value,seed_count,seeds,complete_seed_set,seed_interpretation,mean_active_U_percent,min_active_U_percent,max_active_U_percent,mean_compute_ms,min_compute_ms,max_compute_ms,mean_active_ms,min_active_ms,max_active_ms,mean_cohort_count,min_cohort_count,max_cohort_count,mean_admission_latency_mean_ms,min_admission_latency_mean_ms,max_admission_latency_mean_ms,mean_admission_latency_p50_ms,min_admission_latency_p50_ms,max_admission_latency_p50_ms,mean_admission_latency_p95_ms,min_admission_latency_p95_ms,max_admission_latency_p95_ms,mean_admission_latency_minimum_ms,min_admission_latency_minimum_ms,max_admission_latency_minimum_ms,mean_admission_latency_maximum_ms,min_admission_latency_maximum_ms,max_admission_latency_maximum_ms,mean_admission_normalized_mean,min_admission_normalized_mean,max_admission_normalized_mean,mean_admission_normalized_p50,min_admission_normalized_p50,max_admission_normalized_p50,mean_admission_normalized_p95,min_admission_normalized_p95,max_admission_normalized_p95,mean_admission_normalized_minimum,min_admission_normalized_minimum,max_admission_normalized_minimum,mean_admission_normalized_maximum,min_admission_normalized_maximum,max_admission_normalized_maximum,mean_admission_slo1_count,min_admission_slo1_count,max_admission_slo1_count,mean_admission_slo1_passed,min_admission_slo1_passed,max_admission_slo1_passed,mean_admission_slo1_percent,min_admission_slo1_percent,max_admission_slo1_percent,mean_admission_slo1p5_count,min_admission_slo1p5_count,max_admission_slo1p5_count,mean_admission_slo1p5_passed,min_admission_slo1p5_passed,max_admission_slo1p5_passed,mean_admission_slo1p5_percent,min_admission_slo1p5_percent,max_admission_slo1p5_percent,mean_arrival_latency_mean_ms,min_arrival_latency_mean_ms,max_arrival_latency_mean_ms,mean_arrival_latency_p50_ms,min_arrival_latency_p50_ms,max_arrival_latency_p50_ms,mean_arrival_latency_p95_ms,min_arrival_latency_p95_ms,max_arrival_latency_p95_ms,mean_arrival_latency_minimum_ms,min_arrival_latency_minimum_ms,max_arrival_latency_minimum_ms,mean_arrival_latency_maximum_ms,min_arrival_latency_maximum_ms,max_arrival_latency_maximum_ms,mean_arrival_normalized_mean,min_arrival_normalized_mean,max_arrival_normalized_mean,mean_arrival_normalized_p50,min_arrival_normalized_p50,max_arrival_normalized_p50,mean_arrival_normalized_p95,min_arrival_normalized_p95,max_arrival_normalized_p95,mean_arrival_normalized_minimum,min_arrival_normalized_minimum,max_arrival_normalized_minimum,mean_arrival_normalized_maximum,min_arrival_normalized_maximum,max_arrival_normalized_maximum,mean_arrival_slo1_count,min_arrival_slo1_count,max_arrival_slo1_count,mean_arrival_slo1_passed,min_arrival_slo1_passed,max_arrival_slo1_passed,mean_arrival_slo1_percent,min_arrival_slo1_percent,max_arrival_slo1_percent,mean_arrival_slo1p5_count,min_arrival_slo1p5_count,max_arrival_slo1p5_count,mean_arrival_slo1p5_passed,min_arrival_slo1p5_passed,max_arrival_slo1p5_passed,mean_arrival_slo1p5_percent,min_arrival_slo1p5_percent,max_arrival_slo1p5_percent
ordered,od_baseline,full_population,length,80,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,100.0,100.0,100.0,46735.53197662931,46735.53197662931,46735.53197662931,46735.53197662931,46735.53197662931,46735.53197662931,128.0,128,128,365.1213435674165,365.1213435674165,365.1213435674165,243.8018603508183,243.8018603508183,243.8018603508183,486.44082678401537,486.44082678401537,486.44082678401537,243.80186035081715,243.80186035081715,243.80186035081715,486.44082678401537,486.44082678401537,486.44082678401537,0.9999999999999979,0.9999999999999979,0.9999999999999979,0.999999999999999,0.999999999999999,0.999999999999999,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999943,0.9999999999999943,0.9999999999999943,0.9999999999999994,0.9999999999999994,0.9999999999999994,128.0,128,128,128.0,128,128,100.0,100.0,100.0,128.0,128,128,128.0,128,128,100.0,100.0,100.0,2692.967853362926,2692.967853362926,2692.967853362926,2391.4396249617394,2391.4396249617394,2391.4396249617394,3362.365864711411,3362.3658647114107,3362.3658647114107,2144.41101219393,2144.41101219393,2144.41101219393,3364.3212785297706,3364.32127852977,3364.32127852977,7.855331989112173,7.855331989112173,7.855331989112173,6.916198421855657,6.916198421855657,6.916198421855657,9.800926899019691,9.800926899019691,9.800926899019691,5.909565030414555,5.909565030414555,5.909565030414555,9.808947403110784,9.808947403110784,9.808947403110784,128.0,128,128,0.0,0,0,0.0,0.0,0.0,128.0,128,128,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,full_population,profile,128:2048,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,99.53780874789759,99.53780874789757,99.53780874789757,23849.655646374227,23849.655646374224,23849.655646374224,23960.3985122668,23960.398512266802,23960.398512266802,64.0,64,64,374.3812267541687,374.3812267541688,374.3812267541688,372.6508694745976,372.6508694745976,372.6508694745976,382.43353317162973,382.43353317162973,382.43353317162973,372.65086947459713,372.65086947459713,372.65086947459713,391.6817852224108,391.6817852224108,391.6817852224108,1.0046433737884737,1.0046433737884737,1.0046433737884737,0.9999999999999977,0.9999999999999976,0.9999999999999976,1.026251552051452,1.026251552051452,1.026251552051452,0.9999999999999963,0.9999999999999963,0.9999999999999963,1.0510690227951005,1.0510690227951005,1.0510690227951005,64.0,64,64,37.0,37,37,57.8125,57.8125,57.8125,64.0,64,64,64.0,64,64,100.0,100.0,100.0,3924.321449362126,3924.321449362126,3924.321449362126,3753.1036123605795,3753.1036123605795,3753.1036123605795,4116.49802854636,4116.49802854636,4116.49802854636,3733.7747687563206,3733.7747687563206,3733.7747687563206,4125.754481835177,4125.754481835177,4125.754481835177,10.530825957537783,10.530825957537783,10.530825957537783,10.071366847076167,10.071366847076167,10.071366847076167,11.046527368499696,11.046527368499696,11.046527368499696,10.019498341760427,10.019498341760427,10.019498341760427,11.071366847076165,11.071366847076165,11.071366847076165,64.0,64,64,0.0,0,0,0.0,0.0,0.0,64.0,64,64,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,full_population,profile,128:4096,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,100.0,100.0,100.0,47624.87050360534,47624.87050360534,47624.87050360534,47624.87050360534,47624.87050360534,47624.87050360534,64.0,64,64,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,64.0,64,64,64.0,64,64,100.0,100.0,100.0,64.0,64,64,64.0,64,64,100.0,100.0,100.0,5226.939707867236,5226.939707867236,5226.939707867236,4869.893083454011,4869.893083454011,4869.893083454011,5604.775231784027,5604.775231784027,5604.775231784027,4850.564239849751,4850.564239849751,4850.564239849751,5614.031685072844,5614.031685072844,5614.031685072844,7.02414805050607,7.02414805050607,7.02414805050607,6.5443360589812505,6.5443360589812505,6.5443360589812505,7.531896906827768,7.531896906827768,7.531896906827768,6.518361269389351,6.518361269389351,6.518361269389351,7.544336058981252,7.544336058981252,7.544336058981252,64.0,64,64,0.0,0,0,0.0,0.0,0.0,64.0,64,64,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,full_population,profile,160:2048,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,98.32998410777948,98.32998410777948,98.32998410777948,29347.211629712954,29347.211629712954,29347.211629712954,29845.63853640562,29845.63853640562,29845.63853640562,64.0,64,64,466.3381021313378,466.3381021313378,466.3381021313378,460.76270511174425,460.76270511174425,460.76270511174425,488.6405934658387,488.6405934658387,488.6405934658387,458.5501817142649,458.5501817142649,458.5501817142649,501.6974756113341,501.6974756113341,501.6974756113341,1.0169837909298327,1.0169837909298327,1.0169837909298327,1.0048250409349024,1.0048250409349024,1.0048250409349024,1.0656207607182302,1.0656207607182302,1.0656207607182302,0.9999999999999978,0.9999999999999978,0.9999999999999978,1.0940950317275293,1.0940950317275293,1.0940950317275293,64.0,64,64,23.0,23,23,35.9375,35.9375,35.9375,64.0,64,64,64.0,64,64,100.0,100.0,100.0,6296.183314500789,6296.1833145007895,6296.1833145007895,6082.988205882087,6082.988205882087,6082.988205882087,6556.106034251227,6556.106034251227,6556.106034251227,6053.571831874256,6053.571831874256,6053.571831874256,6567.758789988532,6567.758789988532,6567.758789988532,13.73063094417025,13.730630944170247,13.730630944170247,13.265697950748057,13.265697950748057,13.265697950748057,14.297466876453013,14.297466876453013,14.297466876453013,13.201547122374466,13.201547122374466,13.201547122374466,14.322879047687449,14.322879047687449,14.322879047687449,64.0,64,64,0.0,0,0,0.0,0.0,0.0,64.0,64,64,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,full_population,profile,160:4096,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,99.9676085663853,99.9676085663853,99.9676085663853,58619.99196356538,58619.99196356538,58619.99196356538,58638.98597177877,58638.98597177876,58638.98597177876,64.0,64,64,916.2341558090433,916.2341558090432,916.2341558090432,915.9373744307095,915.9373744307095,915.9373744307095,917.5201977857614,917.5201977857614,917.5201977857614,915.9373744307086,915.9373744307086,915.9373744307086,919.7064007886911,919.7064007886911,919.7064007886911,1.0003240192906389,1.0003240192906389,1.0003240192906389,0.999999999999999,0.999999999999999,0.999999999999999,1.0017280912420838,1.0017280912420838,1.0017280912420838,0.9999999999999979,0.999999999999998,0.999999999999998,1.0041149389283555,1.0041149389283555,1.0041149389283555,64.0,64,64,51.0,51,51,79.6875,79.6875,79.6875,64.0,64,64,64.0,64,64,100.0,100.0,100.0,7906.184837342061,7906.184837342061,7906.184837342061,7483.696164419241,7483.696164419241,7483.696164419241,8387.980783112645,8387.980783112645,8387.980783112645,7428.755951739932,7428.755951739932,7428.755951739932,8399.63353884995,8399.63353884995,8399.63353884995,8.63179629748819,8.63179629748819,8.63179629748819,8.170532585888461,8.170532585888461,8.170532585888461,9.157810367030924,9.157810367030924,9.157810367030924,8.110550086851935,8.110550086851935,8.110550086851935,9.170532585888461,9.170532585888461,9.170532585888461,64.0,64,64,0.0,0,0,0.0,0.0,0.0,64.0,64,64,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,full_population,profile,32:2048,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,95.31288610120153,95.31288610120153,95.31288610120153,7356.980542528003,7356.980542528003,7356.980542528003,7718.767989793628,7718.767989793628,7718.767989793628,64.0,64,64,120.60574984052543,120.60574984052543,120.60574984052543,114.9528209770001,114.9528209770001,114.9528209770001,127.10837751996876,127.10837751996874,127.10837751996874,114.9528209770001,114.9528209770001,114.9528209770001,128.61060530317187,128.61060530317187,128.61060530317187,1.0491760777637331,1.0491760777637331,1.0491760777637331,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.105743873353059,1.105743873353059,1.105743873353059,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.1188120849065943,1.1188120849065943,1.1188120849065943,64.0,64,64,32.0,32,32,50.0,50.0,50.0,64.0,64,64,64.0,64,64,100.0,100.0,100.0,183.73508919255082,183.73508919255082,183.73508919255082,128.61060530317187,128.61060530317187,128.61060530317187,242.06119849696884,242.06119849696884,242.06119849696884,125.38385288617968,125.38385288617968,125.38385288617968,243.56342628017197,243.56342628017197,243.56342628017197,1.5983521555274656,1.5983521555274656,1.5983521555274656,1.1188120849065943,1.1188120849065943,1.1188120849065943,2.1057438733530596,2.1057438733530596,2.1057438733530596,1.0907418523575576,1.0907418523575576,1.0907418523575576,2.1188120849065952,2.1188120849065952,2.1188120849065952,64.0,64,64,0.0,0,0,0.0,0.0,0.0,64.0,64,64,32.0,32,32,50.0,50.0,50.0
ordered,od_baseline,full_population,profile,32:4096,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,100.0,100.0,100.0,14639.53510189097,14639.53510189097,14639.53510189097,14639.53510189097,14639.53510189097,14639.53510189097,64.0,64,64,228.7427359670464,228.7427359670464,228.7427359670464,228.7427359670464,228.7427359670464,228.7427359670464,228.74273596704643,228.74273596704643,228.74273596704643,228.74273596704634,228.74273596704637,228.74273596704637,228.74273596704643,228.74273596704643,228.74273596704643,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000007,1.0000000000000007,64.0,64,64,64.0,64,64,100.0,100.0,100.0,64.0,64,64,64.0,64,64,100.0,100.0,100.0,584.3256036316205,584.3256036316205,584.3256036316205,472.3061622472184,472.30616224721837,472.30616224721837,699.5466704310617,699.5466704310617,699.5466704310617,469.0794098302262,469.0794098302262,469.0794098302262,701.0488982142648,701.0488982142648,701.0488982142648,2.554509987656181,2.554509987656181,2.554509987656181,2.064791960498632,2.064791960498632,2.064791960498632,3.058224635958895,3.058224635958895,3.058224635958895,2.0506854910479166,2.0506854910479166,2.0506854910479166,3.0647919604986327,3.0647919604986327,3.0647919604986327,64.0,64,64,0.0,0,0,0.0,0.0,0.0,64.0,64,64,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,full_population,profile,64:2048,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,100.0,100.0,100.0,12854.537173594183,12854.537173594184,12854.537173594184,12854.537173594183,12854.537173594184,12854.537173594184,64.0,64,64,200.8521433374091,200.85214333740913,200.85214333740913,200.85214333740896,200.85214333740896,200.85214333740896,200.8521433374093,200.8521433374093,200.8521433374093,200.85214333740896,200.85214333740896,200.85214333740896,200.8521433374093,200.8521433374093,200.8521433374093,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.9999999999999997,0.9999999999999997,0.9999999999999997,1.0000000000000013,1.0000000000000013,1.0000000000000013,0.9999999999999997,0.9999999999999997,0.9999999999999997,1.0000000000000013,1.0000000000000013,1.0000000000000013,64.0,64,64,64.0,64,64,100.0,100.0,100.0,64.0,64,64,64.0,64,64,100.0,100.0,100.0,999.9751866212573,999.9751866212573,999.9751866212573,901.9010415516738,901.9010415516738,901.9010415516738,1101.25095710588,1101.25095710588,1101.25095710588,898.6742891346815,898.6742891346815,898.6742891346815,1102.753184889083,1102.753184889083,1102.753184889083,4.978663259477453,4.978663259477453,4.978663259477453,4.490373000583725,4.490373000583725,4.490373000583725,5.482893728726121,5.482893728726121,5.482893728726121,4.474307688243136,4.474307688243136,4.474307688243136,5.490373000583727,5.490373000583727,5.490373000583727,64.0,64,64,0.0,0,0,0.0,0.0,0.0,64.0,64,64,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,full_population,profile,64:4096,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,100.0,100.0,100.0,25634.647019872675,25634.647019872675,25634.647019872675,25634.647019872675,25634.647019872675,25634.647019872675,64.0,64,64,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,64.0,64,64,64.0,64,64,100.0,100.0,100.0,64.0,64,64,64.0,64,64,100.0,100.0,100.0,1701.2132978182278,1701.2132978182278,1701.2132978182278,1503.2945445745936,1503.2945445745936,1503.2945445745936,1902.333676476901,1902.333676476901,1902.333676476901,1500.0677921576014,1500.0677921576014,1500.0677921576014,1903.8359042601041,1903.8359042601041,1903.8359042601041,4.247284972403239,4.247284972403239,4.247284972403239,3.7531568419174577,3.7531568419174577,3.7531568419174577,4.749406348374463,4.749406348374463,4.749406348374463,3.745100863829388,3.745100863829388,3.745100863829388,4.753156841917459,4.753156841917459,4.753156841917459,64.0,64,64,0.0,0,0,0.0,0.0,0.0,64.0,64,64,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,full_population,profile,80:2048,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,100.0,100.0,100.0,15603.319062452329,15603.319062452329,15603.319062452329,15603.319062452329,15603.319062452329,15603.319062452329,64.0,64,64,243.80186035081763,243.80186035081763,243.80186035081763,243.80186035081715,243.80186035081715,243.80186035081715,243.8018603508183,243.8018603508183,243.8018603508183,243.80186035081715,243.80186035081715,243.80186035081715,243.8018603508183,243.8018603508183,243.8018603508183,0.9999999999999963,0.9999999999999963,0.9999999999999963,0.9999999999999943,0.9999999999999943,0.9999999999999943,0.999999999999999,0.999999999999999,0.999999999999999,0.9999999999999943,0.9999999999999943,0.9999999999999943,0.999999999999999,0.999999999999999,0.999999999999999,64.0,64,64,64.0,64,64,100.0,100.0,100.0,64.0,64,64,64.0,64,64,100.0,100.0,100.0,2267.18676818721,2267.18676818721,2267.18676818721,2147.637764610922,2147.637764610922,2147.637764610922,2389.9373971785362,2389.9373971785362,2389.9373971785362,2144.41101219393,2144.41101219393,2144.41101219393,2391.4396249617394,2391.4396249617394,2391.4396249617394,9.299300525946942,9.299300525946942,9.299300525946942,8.808947403110789,8.808947403110789,8.808947403110789,9.802785728294023,9.802785728294023,9.802785728294023,8.795712260391415,8.795712260391415,8.795712260391415,9.808947403110784,9.808947403110784,9.808947403110784,64.0,64,64,0.0,0,0,0.0,0.0,0.0,64.0,64,64,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,full_population,profile,80:4096,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,100.0,100.0,100.0,31132.212914176984,31132.212914176984,31132.212914176984,31132.212914176984,31132.212914176984,31132.212914176984,64.0,64,64,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,64.0,64,64,64.0,64,64,100.0,100.0,100.0,64.0,64,64,64.0,64,64,100.0,100.0,100.0,3118.7489385386416,3118.7489385386416,3118.7489385386416,2877.880451745755,2877.8804517457547,2877.8804517457547,3362.8190507465674,3362.819050746567,3362.819050746567,2874.6536993287627,2874.6536993287627,2874.6536993287627,3364.3212785297706,3364.32127852977,3364.32127852977,6.411363452277404,6.411363452277405,6.411363452277405,5.916198421855658,5.916198421855658,5.916198421855658,6.913110219343679,6.913110219343679,6.913110219343679,5.909565030414555,5.909565030414555,5.909565030414555,6.916198421855657,6.916198421855657,6.916198421855657,64.0,64,64,0.0,0,0,0.0,0.0,0.0,64.0,64,64,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,long_2_6s,category,LL,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,99.78321450242508,99.78321450242508,99.78321450242508,84233.97696648816,84233.97696648816,84233.97696648816,84416.98073821922,84416.98073821922,84416.98073821922,160.0,160,160,539.7424128263202,539.7424128263202,539.7424128263202,458.93997910294274,458.93997910294274,458.93997910294274,744.1386016188335,744.1386016188335,744.1386016188335,372.65086947459713,372.65086947459713,372.65086947459713,744.1386016188335,744.1386016188335,744.1386016188335,1.0032191309717435,1.0032191309717435,1.0032191309717435,1.000000000000001,1.000000000000001,1.000000000000001,1.0230311013345177,1.0230311013345177,1.0230311013345177,0.9999999999999963,0.9999999999999963,0.9999999999999963,1.0574767405690495,1.0574767405690495,1.0574767405690495,160.0,160,160,116.0,116,116,72.5,72.5,72.5,160.0,160,160,160.0,160,160,100.0,100.0,100.0,4872.6407461041945,4872.6407461041945,4872.6407461041945,4853.100314247225,4853.100314247225,4853.100314247225,6063.215867014899,6063.215867014899,6063.215867014899,3733.7747687563206,3733.7747687563206,3733.7747687563206,6082.988205882087,6082.988205882087,6082.988205882087,9.665399924593801,9.665399924593801,9.665399924593801,10.025053162465152,10.025053162465152,10.025053162465152,13.222578703050303,13.222578703050303,13.222578703050303,6.518361269389351,6.518361269389351,6.518361269389351,13.265697950748057,13.265697950748057,13.265697950748057,160.0,160,160,0.0,0,0,0.0,0.0,0.0,160.0,160,160,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,long_2_6s,category,SL,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,100.0,100.0,100.0,43583.01926178077,43583.01926178077,43583.01926178077,43583.01926178077,43583.01926178077,43583.01926178077,96.0,96,96,405.56117130628263,405.56117130628263,405.56117130628263,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,243.80186035081715,243.80186035081715,243.80186035081715,486.44082678401537,486.44082678401537,486.44082678401537,0.9999999999999978,0.9999999999999978,0.9999999999999978,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999943,0.9999999999999943,0.9999999999999943,0.9999999999999994,0.9999999999999994,0.9999999999999994,96.0,96,96,96.0,96,96,100.0,100.0,100.0,96.0,96,96,96.0,96,96,100.0,100.0,100.0,2875.528525146634,2875.528525146634,2875.528525146634,2875.392124719388,2875.3921247193875,2875.3921247193875,3362.7267350727393,3362.726735072739,3362.726735072739,2388.2128725447474,2388.2128725447474,2388.2128725447474,3364.3212785297706,3364.32127852977,3364.32127852977,7.540675810167248,7.540675810167248,7.540675810167248,6.911083047303694,6.911083047303693,6.911083047303693,9.802407077886288,9.802407077886288,9.802407077886288,5.909565030414555,5.909565030414555,5.909565030414555,9.808947403110784,9.808947403110784,9.808947403110784,96.0,96,96,0.0,0,0,0.0,0.0,0.0,96.0,96,96,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,long_2_6s,length,128,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,99.8452993647785,99.8452993647785,99.8452993647785,71474.52614997956,71474.52614997956,71474.52614997956,71585.26901587214,71585.26901587214,71585.26901587214,128.0,128,128,559.2599141865011,559.2599141865011,559.2599141865011,391.6817852224108,391.6817852224108,391.6817852224108,744.1386016188335,744.1386016188335,744.1386016188335,372.65086947459713,372.65086947459713,372.65086947459713,744.1386016188335,744.1386016188335,744.1386016188335,1.0023216868942373,1.0023216868942373,1.0023216868942373,1.000000000000001,1.000000000000001,1.000000000000001,1.0168491871960672,1.0168491871960672,1.0168491871960672,0.9999999999999963,0.9999999999999963,0.9999999999999963,1.0510690227951005,1.0510690227951005,1.0510690227951005,128.0,128,128,101.0,101,101,78.90625,78.90625,78.90625,128.0,128,128,128.0,128,128,100.0,100.0,100.0,4575.630578614681,4575.630578614681,4575.630578614681,4125.754481835177,4125.754481835177,4125.754481835177,5601.904762465422,5601.904762465422,5601.904762465422,3733.7747687563206,3733.7747687563206,3733.7747687563206,5614.031685072844,5614.031685072844,5614.031685072844,8.777487004021927,8.777487004021927,8.777487004021927,7.544336058981252,7.544336058981252,7.544336058981252,11.03882453039106,11.03882453039106,11.03882453039106,6.518361269389351,6.518361269389351,6.518361269389351,11.071366847076165,11.071366847076165,11.071366847076165,128.0,128,128,0.0,0,0,0.0,0.0,0.0,128.0,128,128,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,long_2_6s,length,160,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,99.43685684808015,99.43685684808015,99.43685684808015,12759.450816508592,12759.450816508592,12759.450816508592,12831.711722347085,12831.711722347085,12831.711722347085,32.0,32,32,461.6724073855964,461.6724073855964,461.6724073855964,458.93997910294274,458.93997910294274,458.93997910294274,473.6450377777601,473.6450377777601,473.6450377777601,458.5501817142649,458.5501817142649,458.5501817142649,484.90615154654733,484.90615154654733,484.90615154654733,1.0068089072817683,1.0068089072817683,1.0068089072817683,1.000850064843982,1.000850064843982,1.000850064843982,1.0329186568132256,1.0329186568132256,1.0329186568132256,0.9999999999999978,0.9999999999999978,0.9999999999999978,1.0574767405690495,1.0574767405690495,1.0574767405690495,32.0,32,32,15.0,15,15,46.875,46.875,46.875,32.0,32,32,32.0,32,32,100.0,100.0,100.0,6060.68141606225,6060.68141606225,6060.68141606225,6057.060536178956,6057.060536178956,6057.060536178956,6076.983490916266,6076.983490916266,6076.983490916266,6053.571831874256,6053.571831874256,6053.571831874256,6082.988205882087,6082.988205882087,6082.988205882087,13.217051606881299,13.217051606881299,13.217051606881299,13.209155241275775,13.209155241275777,13.209155241275777,13.252602950014719,13.252602950014719,13.252602950014719,13.201547122374466,13.201547122374466,13.201547122374466,13.265697950748057,13.265697950748057,13.265697950748057,32.0,32,32,0.0,0,0,0.0,0.0,0.0,32.0,32,32,0.0,0,0,0.0,0.0,0.0
ordered,od_baseline,long_2_6s,length,32,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0,0,,,,0.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0,0,,,,0.0,0,0,0.0,0,0,,,
ordered,od_baseline,long_2_6s,length,64,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0,0,,,,0.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0,0,,,,0.0,0,0,0.0,0,0,,,
ordered,od_baseline,long_2_6s,length,80,3,"[7, 19, 43]",True,fixed_queue_varying_simulator_submission_seed,100.0,100.0,100.0,43583.01926178077,43583.01926178077,43583.01926178077,43583.01926178077,43583.01926178077,43583.01926178077,96.0,96,96,405.56117130628263,405.56117130628263,405.56117130628263,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,243.80186035081715,243.80186035081715,243.80186035081715,486.44082678401537,486.44082678401537,486.44082678401537,0.9999999999999978,0.9999999999999978,0.9999999999999978,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999943,0.9999999999999943,0.9999999999999943,0.9999999999999994,0.9999999999999994,0.9999999999999994,96.0,96,96,96.0,96,96,100.0,100.0,100.0,96.0,96,96,96.0,96,96,100.0,100.0,100.0,2875.528525146634,2875.528525146634,2875.528525146634,2875.392124719388,2875.3921247193875,2875.3921247193875,3362.7267350727393,3362.726735072739,3362.726735072739,2388.2128725447474,2388.2128725447474,2388.2128725447474,3364.3212785297706,3364.32127852977,3364.32127852977,7.540675810167248,7.540675810167248,7.540675810167248,6.911083047303694,6.911083047303693,6.911083047303693,9.802407077886288,9.802407077886288,9.802407077886288,5.909565030414555,5.909565030414555,5.909565030414555,9.808947403110784,9.808947403110784,9.808947403110784,96.0,96,96,0.0,0,0,0.0,0.0,0.0,96.0,96,96,0.0,0,0,0.0,0.0,0.0
