scenario,policy,window,seed_count,seeds,complete_seed_set,mean_U_percent,min_U_percent,max_U_percent,mean_slo_percent,min_slo_percent,max_slo_percent,mean_arrival_slo_percent,min_arrival_slo_percent,max_arrival_slo_percent,mean_timely_completions_per_second,min_timely_completions_per_second,max_timely_completions_per_second,mean_total_completions_per_second,min_total_completions_per_second,max_total_completions_per_second,mean_all_disks_overload_percent,min_all_disks_overload_percent,max_all_disks_overload_percent,mean_any_disk_overload_percent,min_any_disk_overload_percent,max_any_disk_overload_percent,mean_SSU0_mean_demand_GiB_s,min_SSU0_mean_demand_GiB_s,max_SSU0_mean_demand_GiB_s,mean_SSU0_overload_percent,min_SSU0_overload_percent,max_SSU0_overload_percent,mean_SSU0_actual_GiB_s,min_SSU0_actual_GiB_s,max_SSU0_actual_GiB_s,mean_SSU0_busy_percent,min_SSU0_busy_percent,max_SSU0_busy_percent,mean_SSU1_mean_demand_GiB_s,min_SSU1_mean_demand_GiB_s,max_SSU1_mean_demand_GiB_s,mean_SSU1_overload_percent,min_SSU1_overload_percent,max_SSU1_overload_percent,mean_SSU1_actual_GiB_s,min_SSU1_actual_GiB_s,max_SSU1_actual_GiB_s,mean_SSU1_busy_percent,min_SSU1_busy_percent,max_SSU1_busy_percent,mean_SSU2_mean_demand_GiB_s,min_SSU2_mean_demand_GiB_s,max_SSU2_mean_demand_GiB_s,mean_SSU2_overload_percent,min_SSU2_overload_percent,max_SSU2_overload_percent,mean_SSU2_actual_GiB_s,min_SSU2_actual_GiB_s,max_SSU2_actual_GiB_s,mean_SSU2_busy_percent,min_SSU2_busy_percent,max_SSU2_busy_percent,mean_SS_slo_percent,min_SS_slo_percent,max_SS_slo_percent,mean_SS_active_U_percent,min_SS_active_U_percent,max_SS_active_U_percent,mean_SL_slo_percent,min_SL_slo_percent,max_SL_slo_percent,mean_SL_active_U_percent,min_SL_active_U_percent,max_SL_active_U_percent,mean_LS_slo_percent,min_LS_slo_percent,max_LS_slo_percent,mean_LS_active_U_percent,min_LS_active_U_percent,max_LS_active_U_percent,mean_LL_slo_percent,min_LL_slo_percent,max_LL_slo_percent,mean_LL_active_U_percent,min_LL_active_U_percent,max_LL_active_U_percent,mean_latency_ratio_p95_nearest_rank,min_latency_ratio_p95_nearest_rank,max_latency_ratio_p95_nearest_rank,mean_latency_ratio_p99_nearest_rank,min_latency_ratio_p99_nearest_rank,max_latency_ratio_p99_nearest_rank,mean_latency_ratio_max,min_latency_ratio_max,max_latency_ratio_max,mean_makespan_ms,min_makespan_ms,max_makespan_ms,pooled_slo_count,pooled_slo_passed
full,od_baseline,long_2_6s,3,"[7, 19, 43]",True,62.97601985305197,61.49035632090471,65.48074178499964,40.63781385120192,36.61616161616162,44.010416666666664,0.0,0.0,0.0,38.583333333333336,37.75,39.0,96.08333333333333,93.25,99.0,100.0,100.0,100.0,100.0,100.0,100.0,118.47598360097733,112.3819545124462,123.14525053553352,100.0,100.0,100.0,36.3900467067044,36.08942413330078,36.586585998535156,90.975116766761,90.22356033325195,91.46646499633789,130.36082628155967,123.46457937079177,136.0508274239948,100.0,100.0,100.0,40.0,40.0,40.0,100.0,100.0,100.0,126.78331412159609,120.42589030810804,131.9843541929252,100.0,100.0,100.0,38.98566417562274,38.83124160766601,39.096995731213944,97.46416043905685,97.07810401916501,97.74248932803486,0.0,0.0,0.0,19.489415013609502,18.627998431434143,20.38018116821617,80.01195842671416,75.21367521367522,84.31372549019608,87.92342088248203,86.55778260392361,89.20767681517096,0.0,0.0,0.0,16.155985478568258,15.781652369047965,16.505822642161583,56.63793103448276,47.5,63.793103448275865,82.80823036176452,80.58645738631375,84.43286766891639,6.606137340239041,6.451291011197147,6.696870846577184,7.07662024265279,6.914882066145059,7.209430962091881,7.511118310256979,7.366010859213338,7.788287978041148,13925.86537220193,13914.621327580124,13942.364312404137,1153,468
full,od_baseline,warm_2_4s,3,"[7, 19, 43]",True,60.22430751436542,59.34285884690564,61.21773759529,34.62022128671698,34.25414364640884,35.05154639175258,0.0,0.0,0.0,34.166666666666664,31.0,40.5,94.33333333333333,90.5,97.0,100.0,100.0,100.0,100.0,100.0,100.0,124.39229654008749,120.34499684901077,131.0099335727282,100.0,100.0,100.0,36.508222371336565,36.12474140795501,36.87007904052734,91.27055592834141,90.31185351988752,92.17519760131835,136.8332431839871,131.84500468773703,145.193347806297,100.0,100.0,100.0,40.0,40.0,40.0,100.0,100.0,100.0,132.6811626972109,128.31498597255003,140.45818717019702,100.0,100.0,100.0,38.96404547582873,38.79543385180265,39.13743591308592,97.41011368957184,96.98858462950662,97.8435897827148,0.0,0.0,0.0,18.491479628801965,17.988096946847353,19.13810658558271,71.48001623047271,67.74193548387096,75.0,86.80701850620873,85.72734742059171,88.77275600395275,0.0,0.0,0.0,15.705993755815589,15.593328345114918,15.796282578135461,49.39589378667788,44.827586206896555,54.23728813559322,80.47941619922044,77.12145124355348,83.11711056598813,6.766730541798414,6.71988343204716,6.842392192340945,7.247487981805333,7.072692263693529,7.3371533805724205,7.511118310256979,7.366010859213338,7.788287978041148,13925.86537220193,13914.621327580124,13942.364312404137,566,196
full,once,full_population,3,"[7, 19, 43]",True,60.834482955028136,60.44419974764166,61.44942000616301,71.55257936507935,71.50297619047619,71.65178571428571,0.4464285714285714,0.22321428571428573,0.6696428571428571,68.10823011342372,67.62389585390669,68.89159544565462,95.18560120487359,94.57493863439187,96.14777183692605,94.57666146832703,93.84159621277199,95.04795732343715,95.67597909883932,95.20135625953898,96.54272721405633,61.76999041536312,61.57237718866735,61.88694538017058,94.57666146832703,93.84159621277199,95.04795732343715,35.28914268171548,35.062745429322966,35.645858154317,88.2228567042887,87.65686357330742,89.11464538579249,67.77451337554825,67.57411693988468,67.91278989976156,95.57894012135226,95.20135625953898,96.2516102815951,38.7600562327309,38.51139135830151,39.15185696027547,96.90014058182726,96.27847839575378,97.87964240068865,66.19492448189504,65.99444818381588,66.37073978876907,95.53373233744071,94.83742559859259,96.47991759080683,37.829515131939466,37.58682013754818,38.21190961202888,94.57378782984865,93.96705034387045,95.52977403007222,94.67592592592592,94.09722222222223,95.48611111111111,89.25242955064728,87.83930497359606,90.28973253910561,96.2673611111111,95.57291666666667,97.39583333333333,95.93951578074586,94.37308101301456,96.84940399291192,68.86574074074075,64.58333333333333,71.18055555555556,64.08404048518143,61.774346832883055,66.61329993417151,31.510416666666668,30.729166666666668,32.8125,55.38155141192966,55.06586005792838,55.5964383979386,3.7342227185049937,3.669874580371829,3.822673197903186,5.2042072328721005,4.768823959256538,5.781798059327939,6.663922967362827,5.499148145399515,7.992024588976952,14120.518138580243,13978.483061256233,14210.952916349648,4032,2885
full,once,long_2_6s,3,"[7, 19, 43]",True,64.19678311289552,62.09146357972234,65.70250113790273,71.75665126827352,70.13333333333334,74.18546365914787,0.0,0.0,0.0,69.25,64.0,75.0,96.91666666666667,93.75,99.75,98.66984480725836,98.38970472342476,98.98850003160243,99.62499717784372,99.13577848547834,100.0,61.45154222232577,60.39080493665101,62.31139216172144,98.66984480725836,98.38970472342476,98.98850003160243,36.38265619057344,36.12544246316765,36.534969651033144,90.9566404764336,90.31360615791914,91.33742412758285,67.49570337487499,66.14547856204065,68.18706800604603,99.62499717784372,99.13577848547834,100.0,40.0,40.0,40.0,100.0,100.0,100.0,65.64533989840214,64.5246533597519,66.38006582477517,99.48251460683365,99.13577848547834,99.7392130480528,38.92537206582993,38.74485774637077,39.03584671020507,97.31343016457483,96.86214436592692,97.58961677551267,99.11095305832147,98.64864864864865,100.0,97.15875232804588,96.42820119906341,98.06702349177789,97.24517906336088,91.73553719008264,100.0,96.91079143644218,93.42206435513914,99.58933787424056,72.90372670807453,59.78260869565217,87.5,75.0964276703851,68.13361263036919,82.71910917601146,30.34843630816171,26.4,34.21052631578947,55.47128598360664,52.59865451141635,57.786708421163944,3.4967877910567626,3.344176583866582,3.722822718495249,4.317664195584896,4.258071208066243,4.388234407862778,4.766558177726891,4.456503482614639,5.030498580057163,14120.518138580243,13978.483061256233,14210.952916349648,1163,835
full,once,warm_2_4s,3,"[7, 19, 43]",True,62.427399465403454,61.58304047046214,63.95557631563509,71.61398109222627,66.66666666666667,74.8768472906404,0.0,0.0,0.0,69.16666666666667,59.5,79.0,95.66666666666667,90.0,101.5,98.9264698156165,96.77940944684953,100.0,99.8261420320352,99.4784260961056,100.0,62.9169750400801,60.39745946284843,64.56469493393853,98.9264698156165,96.77940944684953,100.0,36.51631929917069,36.284126281738274,36.71418779034752,91.29079824792672,90.71031570434569,91.78546947586881,68.85725452058448,65.82418928960746,70.88159153094551,99.8261420320352,99.4784260961056,100.0,40.0,40.0,40.0,100.0,100.0,100.0,66.8738376423399,63.94135697473297,68.58885957849866,99.8261420320352,99.4784260961056,100.0,38.97304818643733,38.897583007812486,39.098633695054225,97.43262046609334,97.24395751953121,97.74658423763556,99.09909909909909,97.29729729729729,100.0,96.62024406670683,95.67738180958614,97.10397788099064,100.0,100.0,100.0,98.27187231948126,96.43830980543558,99.63022540722524,74.0079365079365,53.333333333333336,92.5,76.64775964921402,67.02281894936274,86.88935432900287,25.404040404040405,21.666666666666668,29.09090909090909,52.39619297006836,50.318033073698004,54.856984430110465,3.6210340430423535,3.529240409621648,3.7413391293863616,4.51168782277618,4.368317342761916,4.730422584769352,4.766558177726891,4.456503482614639,5.030498580057163,14120.518138580243,13978.483061256233,14210.952916349648,574,412
full,static,full_population,3,"[7, 19, 43]",True,60.807515506763586,60.52210279243026,61.36937879796511,75.86805555555556,75.44642857142857,76.33928571428571,0.2728174603174603,0.0744047619047619,0.44642857142857145,72.18553230762508,71.44537682483842,73.30291668742659,95.14340617581549,94.6968308210876,96.0225341402547,93.84728900575043,93.46541284516718,94.12503843877785,94.98218352303944,94.51792276946227,95.7190280408407,58.08809195995506,57.35021923975869,58.54563823390167,93.84728900575043,93.46541284516718,94.12503843877785,35.27349928206215,35.107935780737925,35.59942748737765,88.18374820515538,87.76983945184482,88.99856871844413,63.79069947795398,62.98156388088944,64.28989311052669,94.98218352303944,94.51792276946227,95.7190280408407,38.742874204374395,38.56102647065941,39.10085953940514,96.85718551093599,96.40256617664852,97.75214884851286,62.26128613655043,61.50269956403989,62.7231001950862,94.72387625574534,94.22377633129135,95.5371465034606,37.81274560514087,37.63526362335595,38.16213652364842,94.53186401285215,94.08815905838986,95.40534130912104,96.75925925925925,96.18055555555556,97.56944444444444,93.50525221652303,92.47328005341875,94.50146611134814,91.92708333333333,91.14583333333333,92.70833333333333,90.55859254895172,89.60543653125362,91.57475587764415,93.63425925925925,92.01388888888889,95.13888888888889,85.04882875121457,81.5762804107361,86.98069079868132,30.815972222222218,29.6875,32.291666666666664,54.94393762534789,54.690222064947505,55.168830527251984,3.7202918800116183,3.6494905185252775,3.783373874295371,4.596445812692452,4.33709037354523,4.941469525316826,5.677602072254152,5.1458259739361445,6.1267101177935706,14126.64494217656,13996.714542410376,14192.66081395314,4032,3059
full,static,long_2_6s,3,"[7, 19, 43]",True,64.08681192232537,62.56243329199897,65.07904701002595,77.01827551067018,75.43859649122807,78.37837837837837,0.0,0.0,0.0,73.66666666666667,69.75,76.25,96.66666666666667,92.5,99.75,98.32831244772171,97.30803822551697,99.86704043758186,99.52182371564395,98.5654711469318,100.0,59.15180037708196,58.044815609307896,60.817724004445125,98.32831244772171,97.30803822551697,99.86704043758186,36.36355158059212,36.01801400718338,36.58328085958296,90.9088789514803,90.04503501795847,91.45820214895741,64.9691493999711,64.14632494534474,66.54234228806011,99.52182371564395,98.5654711469318,100.0,40.0,40.0,40.0,100.0,100.0,100.0,63.11903165465018,62.12898027770506,64.75292527863613,99.45400587498573,98.36201762495718,100.0,38.921314023618145,38.65895202038189,39.089399633997026,97.30328505904538,96.64738005095472,97.72349908499257,100.0,100.0,100.0,98.66757368476893,98.38790437010097,98.8441844558589,94.89148504930426,91.59663865546219,97.14285714285714,94.33469843023693,91.93164303095438,95.91407046904322,96.99730094466936,92.3076923076923,100.0,93.01993128119155,91.82417571092718,93.7168472492194,32.07310978657013,24.390243902439025,39.6551724137931,55.11161395557924,53.06735778190543,56.16122738580114,3.57234074688832,3.361906363477571,3.7560935507028583,4.60757765352631,4.352544271557741,4.813550854895596,4.862010212288123,4.602173832481571,5.095221087696479,14126.64494217656,13996.714542410376,14192.66081395314,1160,893
full,static,warm_2_4s,3,"[7, 19, 43]",True,63.23590404479193,61.025986598190784,66.13006196008384,74.79487619327098,73.39901477832512,76.6839378238342,0.0,0.0,0.0,72.0,64.5,80.0,95.83333333333333,89.5,101.5,98.20286116892377,94.61607645103395,100.0,99.04364743128787,97.13094229386358,100.0,60.134027161407744,58.59247546362493,61.87821905054979,98.20286116892377,94.61607645103395,100.0,36.540081089621715,36.20654296875001,36.95998060344327,91.35020272405428,90.51635742187501,92.39995150860818,65.81052846125522,63.8634853333388,67.75781882299037,99.04364743128787,97.13094229386358,100.0,40.0,40.0,40.0,100.0,100.0,100.0,63.86603415046167,62.1321152066967,65.83358484169328,98.90801174997146,96.72403524991437,100.0,38.96008119920668,38.68290710449217,39.33316480754483,97.4002029980167,96.70726776123043,98.33291201886209,100.0,100.0,100.0,98.1652506278253,97.70865140739467,98.49484742871842,91.52477152477154,87.3015873015873,93.93939393939394,92.79082834135397,89.94914491667072,95.27357832650242,95.66024991556907,89.36170212765957,100.0,93.29827708271739,89.89746673732402,96.77474984923185,26.556002337010693,18.0327868852459,33.333333333333336,53.574391542785484,50.397642658198926,57.29206868399076,3.860669540272793,3.6810904629549057,4.121482947485933,4.65905732484359,4.355906933038989,4.826625389149511,4.862010212288123,4.602173832481571,5.095221087696479,14126.64494217656,13996.714542410376,14192.66081395314,575,430
semi,aggressive,full_population,3,"[7, 19, 43]",True,96.47927264012627,96.27869708456771,96.72286631513778,97.1875,96.66666666666667,98.22916666666667,2.638888888888889,2.0833333333333335,3.3333333333333335,81.78851581283806,81.18127750464646,82.62847317773756,84.1555871345496,83.98063190135841,84.36806560978982,17.265089698268795,16.807791269036773,18.142711569537852,28.31008986802658,26.18748254935011,30.816016172330297,32.76972089033182,32.58249790160659,33.001234448505556,17.265089698268795,16.807791269036773,18.142711569537852,30.840804594742185,30.776688113075313,30.918672355619368,77.10201148685546,76.94172028268828,77.29668088904842,36.22753455730284,36.012113022453306,36.49353415929887,28.113397606232713,26.12200545860904,30.575106720335846,34.07595445192826,34.005112256414634,34.16199041330447,85.18988612982065,85.01278064103658,85.40497603326118,35.172985259591584,34.96797210183108,35.42089284961566,24.63022478213647,22.02532472175501,27.29962572048969,33.09354429663518,33.02474448242577,33.17709984026416,82.73386074158795,82.56186120606442,82.9427496006604,95.48611111111113,91.66666666666667,100.0,90.87360975669363,87.49004748842222,93.8416874990527,98.87152777777777,98.17708333333333,99.73958333333333,98.7241769115518,98.45841049598843,99.16998361618477,88.54166666666667,87.5,89.58333333333333,82.20922494573868,80.02834307077853,83.65445060702523,98.09027777777777,97.39583333333333,98.69791666666667,98.07088100274353,97.87827977818418,98.34986403906755,1.3397275406741465,1.2889035645224334,1.4013111905334514,1.8828513267602516,1.617475230241598,2.0506505580303815,2.7825326520887175,1.9551472833000691,3.750296328744547,11407.483650848217,11378.712941459267,11431.207151758425,2880,2799
semi,aggressive,long_2_6s,3,"[7, 19, 43]",True,99.40812244575694,99.40117896530332,99.42106890867502,99.59718026183283,99.09365558912387,100.0,0.0,0.0,0.0,83.08333333333333,81.75,85.0,83.5,82.75,85.0,14.910144965029398,13.960358479952038,16.782333945164563,25.673951307265693,20.051094223178755,31.62012990796179,32.24673412453129,31.733187144081793,32.59900082329929,14.910144965029398,13.960358479952038,16.782333945164563,31.288941457551832,30.869756720240204,31.56416552748403,78.2223536438796,77.17439180060052,78.91041381871008,35.5106949328516,34.86768460987274,36.06891891092694,25.449333624824586,19.37821157528308,31.619159508534143,34.504077712736695,33.942705984507135,34.809650019218374,86.26019428184175,84.85676496126786,87.02412504804595,34.51546190576392,33.90611746206573,35.109142490971635,22.205891533994322,19.297178000863767,26.373916060237764,33.508185975889454,32.9992407979837,33.88846647942345,83.77046493972362,82.49810199495926,84.72116619855862,100.0,100.0,100.0,96.59032304813873,96.23549545550043,97.22554567815116,100.0,100.0,100.0,99.87984949063956,99.79712308947124,99.97583667330056,95.6989247311828,90.3225806451613,100.0,87.07467916644333,82.71620095276947,89.28303609118876,100.0,100.0,100.0,99.56292845306363,99.44202084111629,99.69237897595872,1.1589338465856291,1.134985847921144,1.1785395768343179,1.4152956736163078,1.3652488559605467,1.4816638019006623,1.5292542931257944,1.4469387042335116,1.6357088527232901,11407.483650848217,11378.712941459267,11431.207151758425,1002,998
semi,aggressive,warm_2_4s,3,"[7, 19, 43]",True,99.27481350693158,99.14252799945166,99.48901021513896,99.1902271406554,98.20359281437126,100.0,0.0,0.0,0.0,83.33333333333333,78.5,90.0,84.16666666666667,79.0,90.0,13.346132764563123,10.366323980808783,17.566978349483147,26.72935170322886,15.805712122057638,37.04637775641645,32.38693750018382,30.586702871824322,33.540599901928466,13.346132764563123,10.366323980808783,17.566978349483147,31.281074774037815,29.88070550218157,32.54997941383191,78.20268693509452,74.70176375545392,81.37494853457977,35.76535838814207,33.834648965500215,36.8110497338169,26.28011633834664,14.459946826266286,37.044436957561146,34.60126804582499,33.01333451362558,35.975551797754896,86.50317011456248,82.53333628406395,89.93887949438725,34.60914116010716,32.52156357967661,35.653128252487576,22.2868009924938,14.910942613518932,29.808892669140935,33.46122842946164,31.743742228469326,34.67280979336036,83.6530710736541,79.35935557117332,86.6820244834009,100.0,100.0,100.0,99.0072499602058,98.24693355890408,99.76912535621375,100.0,100.0,100.0,99.82803015865993,99.71486048620054,99.98769887473802,90.47619047619048,78.57142857142857,100.0,83.09677855611416,75.35797372928737,88.05663409071664,100.0,100.0,100.0,99.48391351026176,99.16876836043352,99.72588049655518,1.2060457176849724,1.1082303309982062,1.3695203290772144,1.4861578495823704,1.3652488559605467,1.6200234366029578,1.5076044966880033,1.3819893149201385,1.6357088527232901,11407.483650848217,11378.712941459267,11431.207151758425,505,501
semi,asu_baseline,full_population,3,"[7, 19, 43]",True,95.55568138790437,95.11461654560179,95.98664761258816,91.7361111111111,90.20833333333333,93.22916666666667,2.638888888888889,2.0833333333333335,3.0208333333333335,76.46585216097755,74.84156390454176,78.056946811729,83.34996990738635,82.96524405122412,83.7258870829719,23.767504032798,20.283294880727222,28.25602059404324,33.631356102252504,30.906596785789752,37.08988568281973,34.84820518159091,34.56085406782171,35.341770916417026,23.767504032798,20.283294880727222,28.25602059404324,30.54556711465217,30.40457522859386,30.683330851449647,76.36391778663041,76.01143807148465,76.70832712862412,38.49617841087588,38.1858703489944,39.03538133015877,33.24419636008496,30.729370044337408,36.20830698196543,33.74974704403966,33.59396534020456,33.90196197104707,84.37436761009916,83.9849133505114,84.75490492761767,37.3604446509631,37.056000768449735,37.92271481316861,30.525028158205046,27.624139363132425,34.23774537126325,32.77674145203457,32.62545093649685,32.924568020961196,81.94185363008641,81.56362734124211,82.311420052403,52.083333333333336,46.875,57.291666666666664,45.351832022702354,41.99286777249756,48.93688143357243,97.91666666666667,96.61458333333333,98.95833333333333,98.46356129867677,97.69411951313793,98.97854456744606,73.61111111111111,68.75,82.29166666666667,69.10862464104407,66.09059946505178,72.55540035690267,100.0,100.0,100.0,99.58797045048647,99.47757309616321,99.67372646205575,1.9950758704221778,1.8025299375527448,2.251538157303851,4.804451436792997,3.8778412757503546,5.550186564857743,13.901706625020855,13.116092173683422,14.556186123012534,11517.860581469458,11465.987801940459,11571.110420735702,2880,2642
semi,asu_baseline,long_2_6s,3,"[7, 19, 43]",True,98.9228221036871,98.56101417875156,99.39409139630835,93.90676364234058,91.5625,96.66666666666667,0.0,0.0,0.0,77.16666666666667,73.25,79.75,82.33333333333333,80.0,84.5,20.514271379969944,12.461714469792565,25.21332817771697,29.417251519417047,26.232070324152676,31.308701375100252,33.26348813412162,32.244628295170926,34.01947729126598,20.514271379969944,12.461714469792565,25.21332817771697,30.894594314039846,30.27456980562036,31.450614036773764,77.23648578509962,75.6864245140509,78.6265350919344,36.62495853110541,35.61143842126341,37.37291938558778,28.859676388331476,25.7240504102351,31.308701375100252,34.048642315577524,33.338076744900164,34.56939367781167,85.1216057889438,83.3451918622504,86.42348419452918,35.60186672782077,34.69413052032297,36.25441825898604,25.84952689026058,19.467074892264783,30.341953186541467,33.06386467458298,32.34936657490747,33.50179107467107,82.65966168645743,80.87341643726867,83.75447768667767,57.23905723905724,44.44444444444444,72.72727272727273,59.49344509437332,49.87232364131228,73.26346398548601,99.21262919328683,98.34710743801652,100.0,99.38927716888985,99.03224255831019,99.73975656129751,80.6163594470046,67.74193548387096,92.85714285714286,78.61785952323913,71.41422763576955,84.70912143346911,100.0,100.0,100.0,99.89418610862809,99.8730555894155,99.92485829462905,1.6477569183116412,1.3863090348038472,1.8974448658948302,2.8717623184197865,1.8930521810482406,3.504168094225074,3.5851109831522296,2.7089851752546497,4.391752147530545,11517.860581469458,11465.987801940459,11571.110420735702,988,928
semi,asu_baseline,warm_2_4s,3,"[7, 19, 43]",True,98.73235360007972,98.36169924499688,99.37043630788133,93.20327624720774,91.13924050632912,96.47058823529412,0.0,0.0,0.0,77.83333333333333,72.0,82.0,83.83333333333333,79.0,87.5,21.5328275552282,12.756305522197419,27.68775050584221,32.475558372560975,27.827394556562034,39.14484324392268,33.73953484921702,32.71988245400056,35.49215718202122,21.5328275552282,12.756305522197419,27.68775050584221,31.0210956744959,29.517230569011787,32.234827468403644,77.55273918623976,73.79307642252947,80.5870686710091,37.225491929856936,36.1428521411811,39.00347329918982,32.13687842994926,27.827394556562034,39.14484324392268,34.30817281178209,32.72379414434872,35.49142971922946,85.77043202945522,81.80948536087182,88.72857429807365,36.10820356421342,35.16440800672153,37.928556080369624,26.558694309655767,19.349786452009266,32.53350586682867,33.18204229540654,31.40458255875787,34.386365829120614,82.95510573851635,78.51145639689467,85.96591457280154,55.97883597883598,35.714285714285715,72.22222222222223,57.131192573312255,45.04800518188942,75.12182220616253,98.46694796061884,96.66666666666667,100.0,99.15732190858728,98.64556462771472,99.68830195308225,70.98087098087098,42.857142857142854,92.3076923076923,74.63392020663157,62.19514537678583,83.20304362461346,100.0,100.0,100.0,99.89068840292857,99.84673858406362,99.94111340003518,1.702291958584749,1.3739598660468173,1.983458883225059,3.0411712298238585,1.9287705340457126,3.6782947382679594,3.2443959880972257,2.0432404796110535,4.08909072569909,11517.860581469458,11465.987801940459,11571.110420735702,503,469
semi,mild,full_population,3,"[7, 19, 43]",True,96.25538618845188,95.68285935340252,96.6193845556881,97.43055555555554,96.875,98.33333333333333,2.777777777777778,2.3958333333333335,3.4375,81.80077824242103,81.51274742249059,82.0698878712144,83.96029859975305,83.46090291987905,84.27780199164785,17.52530934866781,16.298643164120648,18.97953619861088,28.302384389818684,27.429514502129713,30.002990171730204,32.85734655395539,32.32545747461343,33.18241673092755,17.52530934866781,16.298643164120648,18.97953619861088,30.76923649396208,30.586221139867675,30.88559311864987,76.9230912349052,76.4655528496692,77.21398279662468,36.32836886667558,35.72857528297781,36.677442145773085,27.988462227896587,26.94450648121688,29.59806403109031,33.99687897466883,33.79466560987265,34.125441218590225,84.99219743667207,84.48666402468162,85.31360304647556,35.27613419711739,34.690288391760255,35.615853515240964,24.65469179931962,23.56582201359934,25.918064137475927,33.01674856628655,32.820365015102546,33.14160435925017,82.54187141571639,82.05091253775636,82.85401089812541,97.56944444444444,93.75,100.0,92.76144430889973,89.83114371806998,94.6286205095025,99.21875,98.17708333333333,100.0,98.96042860969517,98.65978661487158,99.44524958019689,87.15277777777779,85.41666666666667,88.54166666666667,79.1643054452417,76.21820574304826,83.49037112018392,98.17708333333333,97.91666666666667,98.69791666666667,98.09827767711052,97.7377243459715,98.43493658627214,1.3478324716312386,1.302465187128182,1.4075767603138836,2.0173568816548184,1.580485809927228,2.4760424630954283,3.122085856945443,1.8674828759733357,4.129411744166168,11434.183327609537,11390.899825497805,11502.391735703872,2880,2806
semi,mild,long_2_6s,3,"[7, 19, 43]",True,99.28175076146515,99.24209931467472,99.33974759534215,98.79325303782225,98.19277108433735,99.70674486803519,0.0,0.0,0.0,82.41666666666667,81.0,84.75,83.5,82.25,85.25,15.52639991131025,14.24818665384583,18.0194714354116,25.255489425483677,20.812252709574505,28.923314059983216,32.4127540357374,32.219439641960754,32.550003838234986,15.52639991131025,14.24818665384583,18.0194714354116,31.237292008584305,30.881636688512888,31.55090486947952,78.09323002146077,77.20409172128223,78.8772621736988,35.69035389329895,35.43278102720168,35.98644966599332,25.15452592578183,20.50936221046896,28.923314059983216,34.441508750378865,33.95318996512422,34.75367367943529,86.10377187594717,84.88297491281055,86.88418419858823,34.69394416547283,34.44904057806962,35.05729525633795,21.502430977205375,18.39700966964652,23.668439438289955,33.437492207491495,33.00712315506562,33.70428293738763,83.59373051872873,82.51780788766406,84.26070734346908,100.0,100.0,100.0,96.04897242713817,93.96539161198999,97.56263739031793,100.0,100.0,100.0,99.87289071009388,99.81669129089896,99.93233949852574,88.3736559139785,83.87096774193549,96.875,83.78918233227903,81.15900999292069,88.85146212795928,99.76689976689977,99.3006993006993,100.0,99.48605782371602,99.38496632271166,99.54052048053542,1.2057886779246436,1.136176409414665,1.25310876793852,1.5417507548179141,1.4202035980270107,1.6049835833706463,1.7775838812949665,1.5182557606167368,2.121806718669171,11434.183327609537,11390.899825497805,11502.391735703872,1002,990
semi,mild,warm_2_4s,3,"[7, 19, 43]",True,99.07188151069631,98.9749462972304,99.21939830079066,98.16012554482295,96.83544303797468,99.44134078212291,0.0,0.0,0.0,82.33333333333333,76.5,88.5,84.0,79.0,89.5,15.21616524654687,9.372331289526539,19.6501915329903,26.314639862808875,15.642825185673166,34.29629752321428,32.54798334051295,31.11835401330639,33.76343643929857,15.21616524654687,9.372331289526539,19.6501915329903,31.18256320751087,29.941797106506186,32.43042736653822,77.95640801877717,74.85449276626547,81.07606841634555,35.92530347799542,34.471245422329034,37.034558689825566,26.314639862808875,15.642825185673166,34.29629752321428,34.48778514688227,33.07994255328353,35.8549360335304,86.21946286720566,82.69985638320881,89.63734008382602,34.77291870203211,33.1091040650908,35.864202173352375,21.849015412651365,12.376703694607487,26.905708733764733,33.33937883112706,31.805818407775703,34.51913023323743,83.34844707781764,79.51454601943927,86.29782558309357,100.0,100.0,100.0,95.72307766682133,92.73979980472559,97.66107252907764,100.0,100.0,100.0,99.78947411741592,99.6945510241391,99.87480144119728,79.78524743230626,66.66666666666667,94.11764705882354,79.92362144863048,75.77164099157665,85.31757725295226,100.0,100.0,100.0,99.31233382547593,98.98082214140553,99.57638475141057,1.2449613065477656,1.232057921735817,1.25310876793852,1.632265112300682,1.467737780963794,1.741198145471812,1.7775838812949665,1.5182557606167368,2.121806718669171,11434.183327609537,11390.899825497805,11502.391735703872,504,495
